period,category,segment,metric_name,value,unit,direction,source
2020-01,ESG,European Union,Energy Use per Capita,2933.9871843456,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,European Union,Energy Use per Capita,3149.89746458067,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,European Union,Energy Use per Capita,3211.86260683638,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,European Union,Energy Use per Capita,3244.3990547838,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,European Union,Energy Use per Capita,3193.84744220649,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,European Union,Energy Use per Capita,3176.28838380569,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,Sub-Saharan Africa,Energy Use per Capita,479.776598165151,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,Sub-Saharan Africa,Energy Use per Capita,484.618352161849,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,Sub-Saharan Africa,Energy Use per Capita,491.630188608771,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,Sub-Saharan Africa,Energy Use per Capita,480.431676827338,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,Sub-Saharan Africa,Energy Use per Capita,493.72892471979,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,Sub-Saharan Africa,Energy Use per Capita,484.620724652716,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,Sub-Saharan Africa,Energy Use per Capita,496.105146627956,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,Sub-Saharan Africa,Energy Use per Capita,505.405045747097,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,Sub-Saharan Africa,Energy Use per Capita,503.414832513788,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,World,Energy Use per Capita,1866.43382235569,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,World,Energy Use per Capita,1852.6195423046,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,World,Energy Use per Capita,1852.54433235952,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,World,Energy Use per Capita,1763.03007378467,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,World,Energy Use per Capita,1829.83708515689,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,World,Energy Use per Capita,1827.8405798596,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,World,Energy Use per Capita,1804.7451296215,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,World,Energy Use per Capita,1786.11677409809,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,World,Energy Use per Capita,1790.65674725323,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,Burkina Faso,Energy Use per Capita,325.943903136553,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,Burkina Faso,Energy Use per Capita,312.969408025336,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,Burkina Faso,Energy Use per Capita,310.286656956393,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,Burkina Faso,Energy Use per Capita,314.361721282852,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,Burkina Faso,Energy Use per Capita,302.824064766459,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,Burkina Faso,Energy Use per Capita,300.040816859599,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,Burkina Faso,Energy Use per Capita,285.3378108006,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,Burkina Faso,Energy Use per Capita,271.637810972099,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,Burkina Faso,Energy Use per Capita,279.23778984182,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,China,Energy Use per Capita,2850.94152906511,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,China,Energy Use per Capita,2676.48200976111,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,China,Energy Use per Capita,2623.79959356116,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,China,Energy Use per Capita,2465.96954605987,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,China,Energy Use per Capita,2397.96868908473,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,China,Energy Use per Capita,2310.87757050979,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,China,Energy Use per Capita,2215.91139022057,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,China,Energy Use per Capita,2149.2047500244,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,China,Energy Use per Capita,2175.1544486832,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,Cote d'Ivoire,Energy Use per Capita,483.503922762538,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,Cote d'Ivoire,Energy Use per Capita,483.894918210023,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,Cote d'Ivoire,Energy Use per Capita,475.7701142407,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,Cote d'Ivoire,Energy Use per Capita,385.900911896689,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,Cote d'Ivoire,Energy Use per Capita,376.743212908005,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,Cote d'Ivoire,Energy Use per Capita,358.54922881191,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,Cote d'Ivoire,Energy Use per Capita,392.588824263082,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,Cote d'Ivoire,Energy Use per Capita,391.655583364613,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,Cote d'Ivoire,Energy Use per Capita,383.889010732408,count,down,worldbank:EG.USE.PCAP.KG.OE
2024-01,ESG,France,Energy Use per Capita,3184.7895085475,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,France,Energy Use per Capita,3136.12237461475,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,France,Energy Use per Capita,3100.1897815932,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,France,Energy Use per Capita,3469.83398574773,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,France,Energy Use per Capita,3228.48915727036,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,France,Energy Use per Capita,3605.53190025511,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,France,Energy Use per Capita,3669.37065950443,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,France,Energy Use per Capita,3705.41111644137,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,France,Energy Use per Capita,3718.17053401513,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,France,Energy Use per Capita,3799.19260526718,count,down,worldbank:EG.USE.PCAP.KG.OE
2024-01,ESG,Germany,Energy Use per Capita,2824.59006117053,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,Germany,Energy Use per Capita,2928.19658713867,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,Germany,Energy Use per Capita,3261.8564081995,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,Germany,Energy Use per Capita,3467.03057027911,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,Germany,Energy Use per Capita,3349.19931383762,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,Germany,Energy Use per Capita,3570.88159282488,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,Germany,Energy Use per Capita,3659.22924485198,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,Germany,Energy Use per Capita,3763.19404182465,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,Germany,Energy Use per Capita,3765.21799936242,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,Germany,Energy Use per Capita,3780.85027551891,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,India,Energy Use per Capita,763.197899394641,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,India,Energy Use per Capita,727.902200094024,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,India,Energy Use per Capita,676.814293488143,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,India,Energy Use per Capita,632.239828540427,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,India,Energy Use per Capita,666.977347524506,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,India,Energy Use per Capita,668.303370218852,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,India,Energy Use per Capita,648.014718317903,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,India,Energy Use per Capita,627.273531026365,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,India,Energy Use per Capita,622.339883988149,count,down,worldbank:EG.USE.PCAP.KG.OE
2024-01,ESG,Japan,Energy Use per Capita,3005.89902824379,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,Japan,Energy Use per Capita,3039.14126131753,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,Japan,Energy Use per Capita,3129.65861717499,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,Japan,Energy Use per Capita,3196.03970960845,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,Japan,Energy Use per Capita,3046.85480668859,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,Japan,Energy Use per Capita,3261.62024942915,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,Japan,Energy Use per Capita,3343.05412833973,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,Japan,Energy Use per Capita,3391.05041453219,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,Japan,Energy Use per Capita,3370.8877963853,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,Japan,Energy Use per Capita,3400.59271053608,count,down,worldbank:EG.USE.PCAP.KG.OE
2023-01,ESG,Niger,Energy Use per Capita,161.259233880072,count,down,worldbank:EG.USE.PCAP.KG.OE
2022-01,ESG,Niger,Energy Use per Capita,161.353257368424,count,down,worldbank:EG.USE.PCAP.KG.OE
2021-01,ESG,Niger,Energy Use per Capita,150.08935016997,count,down,worldbank:EG.USE.PCAP.KG.OE
2020-01,ESG,Niger,Energy Use per Capita,147.815374164245,count,down,worldbank:EG.USE.PCAP.KG.OE
2019-01,ESG,Niger,Energy Use per Capita,148.12495085486,count,down,worldbank:EG.USE.PCAP.KG.OE
2018-01,ESG,Niger,Energy Use per Capita,146.101584927786,count,down,worldbank:EG.USE.PCAP.KG.OE
2017-01,ESG,Niger,Energy Use per Capita,143.831599652126,count,down,worldbank:EG.USE.PCAP.KG.OE
2016-01,ESG,Niger,Energy Use per Capita,147.452096053348,count,down,worldbank:EG.USE.PCAP.KG.OE
2015-01,ESG,Niger,Energy Use per Capita,148.786532469365,count,down,worldbank:EG.USE.PCAP.KG.OE
