period,category,segment,metric_name,value,unit,direction,source
2020-10,People,OmniIntelOS,Annual Employee Turnover,9.8625,%,down,omniintelos:model-v1
2020-10,People,OmniIntelOS,Time to Hire,35.498,days,down,omniintelos:model-v1
2020-10,People,OmniIntelOS,Employee Net Promoter Score,28.2006,score,up,omniintelos:model-v1
2020-10,People,OmniIntelOS,Revenue per Employee,65860.6022,USD,up,omniintelos:model-v1
2020-10,People,OmniIntelOS,Open Positions,1.5772,count,down,omniintelos:model-v1
2020-10,People,OmniIntelOS,Offers Extended,1.6726,count,up,omniintelos:model-v1
2020-10,People,OmniIntelOS,Offers Accepted,1.5136,count,up,omniintelos:model-v1
2020-10,People,OmniIntelOS,Offer Acceptance Rate,90.4919,%,up,omniintelos:model-v1
2020-10,People,OmniIntelOS,Training Hours per Employee,9.0251,hours,up,omniintelos:model-v1
2020-10,People,OmniIntelOS,Absenteeism Rate,2.6814,%,down,omniintelos:model-v1
2020-10,People,OmniIntelOS,Cost Per Hire,3057.261,USD,down,omniintelos:model-v1
2020-11,People,OmniIntelOS,Headcount,36.9092,count,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,New Hires,1.7427,count,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,Separations,0.2863,count,down,omniintelos:model-v1
2020-11,People,OmniIntelOS,Annual Employee Turnover,9.3074,%,down,omniintelos:model-v1
2020-11,People,OmniIntelOS,Time to Hire,33.3062,days,down,omniintelos:model-v1
2020-11,People,OmniIntelOS,Employee Net Promoter Score,31.219,score,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,Revenue per Employee,63272.5824,USD,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,Open Positions,4.0476,count,down,omniintelos:model-v1
2020-11,People,OmniIntelOS,Offers Extended,2.1784,count,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,Offers Accepted,2.0913,count,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,Offer Acceptance Rate,96.0,%,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,Training Hours per Employee,9.429,hours,up,omniintelos:model-v1
2020-11,People,OmniIntelOS,Absenteeism Rate,2.4709,%,down,omniintelos:model-v1
2020-11,People,OmniIntelOS,Cost Per Hire,3082.6315,USD,down,omniintelos:model-v1
2020-12,People,OmniIntelOS,Headcount,38.0989,count,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,New Hires,1.5149,count,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,Separations,0.3252,count,down,omniintelos:model-v1
2020-12,People,OmniIntelOS,Annual Employee Turnover,10.244,%,down,omniintelos:model-v1
2020-12,People,OmniIntelOS,Time to Hire,31.4622,days,down,omniintelos:model-v1
2020-12,People,OmniIntelOS,Employee Net Promoter Score,31.4506,score,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,Revenue per Employee,68000.907,USD,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,Open Positions,2.3329,count,down,omniintelos:model-v1
2020-12,People,OmniIntelOS,Offers Extended,1.8937,count,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,Offers Accepted,1.6967,count,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,Offer Acceptance Rate,89.5984,%,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,Training Hours per Employee,10.9368,hours,up,omniintelos:model-v1
2020-12,People,OmniIntelOS,Absenteeism Rate,2.5793,%,down,omniintelos:model-v1
2020-12,People,OmniIntelOS,Cost Per Hire,3001.0587,USD,down,omniintelos:model-v1
2021-01,People,OmniIntelOS,Headcount,39.7779,count,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,New Hires,2.0234,count,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,Separations,0.3444,count,down,omniintelos:model-v1
2021-01,People,OmniIntelOS,Annual Employee Turnover,10.3897,%,down,omniintelos:model-v1
2021-01,People,OmniIntelOS,Time to Hire,34.5782,days,down,omniintelos:model-v1
2021-01,People,OmniIntelOS,Employee Net Promoter Score,26.4445,score,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,Revenue per Employee,63859.9154,USD,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,Open Positions,4.1681,count,down,omniintelos:model-v1
2021-01,People,OmniIntelOS,Offers Extended,2.5293,count,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,Offers Accepted,2.2634,count,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,Offer Acceptance Rate,89.4885,%,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,Training Hours per Employee,9.9922,hours,up,omniintelos:model-v1
2021-01,People,OmniIntelOS,Absenteeism Rate,2.6501,%,down,omniintelos:model-v1
2021-01,People,OmniIntelOS,Cost Per Hire,2852.1307,USD,down,omniintelos:model-v1
2021-02,People,OmniIntelOS,Headcount,40.9885,count,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,New Hires,1.6073,count,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,Separations,0.3966,count,down,omniintelos:model-v1
2021-02,People,OmniIntelOS,Annual Employee Turnover,11.6121,%,down,omniintelos:model-v1
2021-02,People,OmniIntelOS,Time to Hire,31.8457,days,down,omniintelos:model-v1
2021-02,People,OmniIntelOS,Employee Net Promoter Score,32.462,score,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,Revenue per Employee,69522.8862,USD,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,Open Positions,2.3169,count,down,omniintelos:model-v1
2021-02,People,OmniIntelOS,Offers Extended,2.0091,count,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,Offers Accepted,1.8868,count,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,Offer Acceptance Rate,93.9138,%,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,Training Hours per Employee,9.1235,hours,up,omniintelos:model-v1
2021-02,People,OmniIntelOS,Absenteeism Rate,2.7085,%,down,omniintelos:model-v1
2021-02,People,OmniIntelOS,Cost Per Hire,2888.4008,USD,down,omniintelos:model-v1
2021-03,People,OmniIntelOS,Headcount,43.184,count,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,New Hires,2.6143,count,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,Separations,0.4189,count,down,omniintelos:model-v1
2021-03,People,OmniIntelOS,Annual Employee Turnover,11.6394,%,down,omniintelos:model-v1
2021-03,People,OmniIntelOS,Time to Hire,35.4312,days,down,omniintelos:model-v1
2021-03,People,OmniIntelOS,Employee Net Promoter Score,27.8549,score,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,Revenue per Employee,70032.7427,USD,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,Open Positions,5.348,count,down,omniintelos:model-v1
2021-03,People,OmniIntelOS,Offers Extended,3.2679,count,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,Offers Accepted,3.0889,count,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,Offer Acceptance Rate,94.5231,%,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,Training Hours per Employee,10.2431,hours,up,omniintelos:model-v1
2021-03,People,OmniIntelOS,Absenteeism Rate,2.5008,%,down,omniintelos:model-v1
2021-03,People,OmniIntelOS,Cost Per Hire,3001.4293,USD,down,omniintelos:model-v1
2021-04,People,OmniIntelOS,Headcount,44.1017,count,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,New Hires,1.39,count,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,Separations,0.4722,count,down,omniintelos:model-v1
2021-04,People,OmniIntelOS,Annual Employee Turnover,12.8495,%,down,omniintelos:model-v1
2021-04,People,OmniIntelOS,Time to Hire,30.9324,days,down,omniintelos:model-v1
2021-04,People,OmniIntelOS,Employee Net Promoter Score,33.1104,score,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,Revenue per Employee,70769.736,USD,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,Open Positions,2.993,count,down,omniintelos:model-v1
2021-04,People,OmniIntelOS,Offers Extended,1.7375,count,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,Offers Accepted,1.6016,count,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,Offer Acceptance Rate,92.1793,%,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,Training Hours per Employee,8.8506,hours,up,omniintelos:model-v1
2021-04,People,OmniIntelOS,Absenteeism Rate,3.0921,%,down,omniintelos:model-v1
2021-04,People,OmniIntelOS,Cost Per Hire,3251.5735,USD,down,omniintelos:model-v1
2021-05,People,OmniIntelOS,Headcount,45.9532,count,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,New Hires,2.3274,count,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,Separations,0.476,count,down,omniintelos:model-v1
2021-05,People,OmniIntelOS,Annual Employee Turnover,12.4296,%,down,omniintelos:model-v1
2021-05,People,OmniIntelOS,Time to Hire,32.6459,days,down,omniintelos:model-v1
2021-05,People,OmniIntelOS,Employee Net Promoter Score,26.3613,score,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,Revenue per Employee,71337.9673,USD,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,Open Positions,3.7813,count,down,omniintelos:model-v1
2021-05,People,OmniIntelOS,Offers Extended,2.9093,count,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,Offers Accepted,2.7906,count,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,Offer Acceptance Rate,95.9203,%,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,Training Hours per Employee,9.9499,hours,up,omniintelos:model-v1
2021-05,People,OmniIntelOS,Absenteeism Rate,2.5923,%,down,omniintelos:model-v1
2021-05,People,OmniIntelOS,Cost Per Hire,2905.3342,USD,down,omniintelos:model-v1
2021-06,People,OmniIntelOS,Headcount,48.4517,count,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,New Hires,2.9857,count,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,Separations,0.4873,count,down,omniintelos:model-v1
2021-06,People,OmniIntelOS,Annual Employee Turnover,12.0679,%,down,omniintelos:model-v1
2021-06,People,OmniIntelOS,Time to Hire,33.1807,days,down,omniintelos:model-v1
2021-06,People,OmniIntelOS,Employee Net Promoter Score,26.1749,score,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,Revenue per Employee,70456.4256,USD,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,Open Positions,5.9901,count,down,omniintelos:model-v1
2021-06,People,OmniIntelOS,Offers Extended,3.7322,count,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,Offers Accepted,3.4804,count,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,Offer Acceptance Rate,93.2533,%,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,Training Hours per Employee,9.4666,hours,up,omniintelos:model-v1
2021-06,People,OmniIntelOS,Absenteeism Rate,2.6495,%,down,omniintelos:model-v1
2021-06,People,OmniIntelOS,Cost Per Hire,3118.3065,USD,down,omniintelos:model-v1
2021-07,People,OmniIntelOS,Headcount,50.3973,count,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,New Hires,2.4475,count,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,Separations,0.5019,count,down,omniintelos:model-v1
2021-07,People,OmniIntelOS,Annual Employee Turnover,11.9511,%,down,omniintelos:model-v1
2021-07,People,OmniIntelOS,Time to Hire,36.4753,days,down,omniintelos:model-v1
2021-07,People,OmniIntelOS,Employee Net Promoter Score,27.0472,score,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,Revenue per Employee,70991.9713,USD,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,Open Positions,2.9367,count,down,omniintelos:model-v1
2021-07,People,OmniIntelOS,Offers Extended,3.0594,count,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,Offers Accepted,2.5611,count,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,Offer Acceptance Rate,83.7127,%,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,Training Hours per Employee,10.039,hours,up,omniintelos:model-v1
2021-07,People,OmniIntelOS,Absenteeism Rate,3.2398,%,down,omniintelos:model-v1
2021-07,People,OmniIntelOS,Cost Per Hire,3062.5763,USD,down,omniintelos:model-v1
2021-08,People,OmniIntelOS,Headcount,52.7868,count,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,New Hires,2.9206,count,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,Separations,0.5311,count,down,omniintelos:model-v1
2021-08,People,OmniIntelOS,Annual Employee Turnover,12.0737,%,down,omniintelos:model-v1
2021-08,People,OmniIntelOS,Time to Hire,35.048,days,down,omniintelos:model-v1
2021-08,People,OmniIntelOS,Employee Net Promoter Score,24.5467,score,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,Revenue per Employee,77529.5976,USD,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,Open Positions,4.1957,count,down,omniintelos:model-v1
2021-08,People,OmniIntelOS,Offers Extended,3.6508,count,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,Offers Accepted,2.9465,count,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,Offer Acceptance Rate,80.7102,%,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,Training Hours per Employee,8.6258,hours,up,omniintelos:model-v1
2021-08,People,OmniIntelOS,Absenteeism Rate,3.3507,%,down,omniintelos:model-v1
2021-08,People,OmniIntelOS,Cost Per Hire,3316.4394,USD,down,omniintelos:model-v1
2021-09,People,OmniIntelOS,Headcount,54.7612,count,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,New Hires,2.4602,count,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,Separations,0.4858,count,down,omniintelos:model-v1
2021-09,People,OmniIntelOS,Annual Employee Turnover,10.6462,%,down,omniintelos:model-v1
2021-09,People,OmniIntelOS,Time to Hire,30.5179,days,down,omniintelos:model-v1
2021-09,People,OmniIntelOS,Employee Net Promoter Score,29.8953,score,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,Revenue per Employee,76545.9381,USD,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,Open Positions,2.8795,count,down,omniintelos:model-v1
2021-09,People,OmniIntelOS,Offers Extended,3.0753,count,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,Offers Accepted,2.5618,count,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,Offer Acceptance Rate,83.3027,%,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,Training Hours per Employee,8.1113,hours,up,omniintelos:model-v1
2021-09,People,OmniIntelOS,Absenteeism Rate,3.2343,%,down,omniintelos:model-v1
2021-09,People,OmniIntelOS,Cost Per Hire,3006.8509,USD,down,omniintelos:model-v1
2021-10,People,OmniIntelOS,Headcount,56.4049,count,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,New Hires,2.1491,count,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,Separations,0.5054,count,down,omniintelos:model-v1
2021-10,People,OmniIntelOS,Annual Employee Turnover,10.752,%,down,omniintelos:model-v1
2021-10,People,OmniIntelOS,Time to Hire,32.7875,days,down,omniintelos:model-v1
2021-10,People,OmniIntelOS,Employee Net Promoter Score,23.1113,score,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,Revenue per Employee,83199.2749,USD,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,Open Positions,4.1513,count,down,omniintelos:model-v1
2021-10,People,OmniIntelOS,Offers Extended,2.6864,count,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,Offers Accepted,2.3006,count,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,Offer Acceptance Rate,85.6371,%,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,Training Hours per Employee,7.8811,hours,up,omniintelos:model-v1
2021-10,People,OmniIntelOS,Absenteeism Rate,2.6453,%,down,omniintelos:model-v1
2021-10,People,OmniIntelOS,Cost Per Hire,3311.1707,USD,down,omniintelos:model-v1
2021-11,People,OmniIntelOS,Headcount,58.1227,count,up,omniintelos:model-v1
2021-11,People,OmniIntelOS,New Hires,2.3313,count,up,omniintelos:model-v1
2021-11,People,OmniIntelOS,Separations,0.6135,count,down,omniintelos:model-v1
2021-11,People,OmniIntelOS,Annual Employee Turnover,12.6662,%,down,omniintelos:model-v1
2021-11,People,OmniIntelOS,Time to Hire,31.6424,days,down,omniintelos:model-v1
2021-11,People,OmniIntelOS,Employee Net Promoter Score,26.8808,score,up,omniintelos:model-v1
