period,category,segment,metric_name,value,unit,direction,source
2020-05,IT,OmniIntelOS,Deployment Frequency,3.4407,per week,up,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Change Failure Rate,6.7379,%,down,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Critical Vulnerabilities,2.0,count,down,omniintelos:model-v1
2020-05,IT,OmniIntelOS,API P99 Latency,309.7791,ms,down,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Total Incidents,14.1957,count,down,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Open Tickets,9.027,count,down,omniintelos:model-v1
2020-05,IT,OmniIntelOS,SLA Compliance,96.8577,%,up,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Security Score,81.7986,/100,up,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Cloud Spend,9047.2698,USD,down,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Active Users,1281.9322,count,up,omniintelos:model-v1
2020-05,IT,OmniIntelOS,Lead Time For Changes,24.72,hours,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,System Uptime,99.7363,%,up,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Mean Time To Resolution,1.1893,hours,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Deployment Frequency,2.9263,per week,up,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Change Failure Rate,5.7108,%,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Critical Vulnerabilities,2.0,count,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,API P99 Latency,344.8604,ms,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Total Incidents,12.6613,count,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Open Tickets,5.4732,count,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,SLA Compliance,97.5461,%,up,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Security Score,85.1192,/100,up,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Cloud Spend,9636.9968,USD,down,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Active Users,1303.5101,count,up,omniintelos:model-v1
2020-06,IT,OmniIntelOS,Lead Time For Changes,23.6351,hours,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,System Uptime,99.7445,%,up,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Mean Time To Resolution,1.2418,hours,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Deployment Frequency,3.1524,per week,up,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Change Failure Rate,5.3174,%,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,API P99 Latency,302.4736,ms,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Total Incidents,12.1776,count,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Critical Incidents,1.0,count,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Open Tickets,12.7363,count,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,SLA Compliance,97.1419,%,up,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Security Score,82.6696,/100,up,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Cloud Spend,9615.7374,USD,down,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Active Users,1370.801,count,up,omniintelos:model-v1
2020-07,IT,OmniIntelOS,Lead Time For Changes,29.4386,hours,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,System Uptime,99.7487,%,up,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Mean Time To Resolution,1.2396,hours,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Deployment Frequency,3.6991,per week,up,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Change Failure Rate,6.415,%,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,API P99 Latency,296.5575,ms,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Total Incidents,15.2404,count,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Open Tickets,8.4784,count,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,SLA Compliance,97.6557,%,up,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Security Score,84.7971,/100,up,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Cloud Spend,9165.5835,USD,down,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Active Users,1299.9432,count,up,omniintelos:model-v1
2020-08,IT,OmniIntelOS,Lead Time For Changes,25.336,hours,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,System Uptime,99.7128,%,up,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Mean Time To Resolution,1.0108,hours,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Deployment Frequency,3.055,per week,up,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Change Failure Rate,7.078,%,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Critical Vulnerabilities,1.0,count,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,API P99 Latency,308.884,ms,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Total Incidents,11.7343,count,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Critical Incidents,1.0,count,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Open Tickets,9.9584,count,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,SLA Compliance,97.043,%,up,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Security Score,81.8427,/100,up,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Cloud Spend,9503.9651,USD,down,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Active Users,1229.7257,count,up,omniintelos:model-v1
2020-09,IT,OmniIntelOS,Lead Time For Changes,23.4278,hours,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Mean Time To Resolution,1.0607,hours,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Deployment Frequency,3.4754,per week,up,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Change Failure Rate,5.6363,%,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Critical Vulnerabilities,2.0,count,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,API P99 Latency,293.3724,ms,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Total Incidents,13.7483,count,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Open Tickets,10.7291,count,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Security Score,83.8427,/100,up,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Cloud Spend,10118.0608,USD,down,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Active Users,1253.911,count,up,omniintelos:model-v1
2020-10,IT,OmniIntelOS,Lead Time For Changes,26.3991,hours,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Mean Time To Resolution,1.3121,hours,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Deployment Frequency,3.8179,per week,up,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Change Failure Rate,7.4706,%,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Critical Vulnerabilities,2.0,count,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,API P99 Latency,283.7785,ms,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Total Incidents,12.0865,count,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Critical Incidents,1.0,count,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Open Tickets,15.2952,count,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Security Score,84.0237,/100,up,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Cloud Spend,10119.8005,USD,down,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Active Users,1378.4283,count,up,omniintelos:model-v1
2020-11,IT,OmniIntelOS,Lead Time For Changes,28.9754,hours,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Mean Time To Resolution,0.9638,hours,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Deployment Frequency,4.0711,per week,up,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Change Failure Rate,7.5283,%,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Critical Vulnerabilities,1.0,count,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,API P99 Latency,333.8213,ms,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Total Incidents,15.998,count,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Open Tickets,12.8747,count,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Security Score,84.1467,/100,up,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Cloud Spend,11226.6121,USD,down,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Active Users,1553.4139,count,up,omniintelos:model-v1
2020-12,IT,OmniIntelOS,Lead Time For Changes,25.8256,hours,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Mean Time To Resolution,1.2118,hours,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Deployment Frequency,4.1833,per week,up,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Change Failure Rate,7.4923,%,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,API P99 Latency,324.4047,ms,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Total Incidents,15.1013,count,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Open Tickets,15.3512,count,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Security Score,84.7626,/100,up,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Cloud Spend,11007.5905,USD,down,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Active Users,1468.0498,count,up,omniintelos:model-v1
2021-01,IT,OmniIntelOS,Lead Time For Changes,23.342,hours,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Mean Time To Resolution,1.2513,hours,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Deployment Frequency,3.6495,per week,up,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Change Failure Rate,5.9578,%,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Critical Vulnerabilities,1.0,count,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,API P99 Latency,326.6571,ms,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Total Incidents,12.0472,count,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Critical Incidents,1.0,count,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Open Tickets,7.0978,count,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Security Score,83.2275,/100,up,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Cloud Spend,12348.4395,USD,down,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Active Users,1472.8854,count,up,omniintelos:model-v1
2021-02,IT,OmniIntelOS,Lead Time For Changes,29.1022,hours,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Mean Time To Resolution,1.0643,hours,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Deployment Frequency,4.3479,per week,up,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Change Failure Rate,7.1605,%,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,API P99 Latency,312.5273,ms,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Total Incidents,11.2468,count,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Critical Incidents,1.0,count,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Open Tickets,14.8055,count,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Security Score,83.3445,/100,up,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Cloud Spend,13105.2687,USD,down,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Active Users,1684.3495,count,up,omniintelos:model-v1
2021-03,IT,OmniIntelOS,Lead Time For Changes,24.0019,hours,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Mean Time To Resolution,1.1695,hours,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Deployment Frequency,4.2885,per week,up,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Change Failure Rate,5.456,%,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,API P99 Latency,287.998,ms,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Total Incidents,14.9756,count,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Open Tickets,12.0329,count,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Security Score,85.8205,/100,up,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Cloud Spend,13524.6317,USD,down,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Active Users,1757.0997,count,up,omniintelos:model-v1
2021-04,IT,OmniIntelOS,Lead Time For Changes,27.2033,hours,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Mean Time To Resolution,1.1354,hours,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Deployment Frequency,4.3546,per week,up,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Change Failure Rate,6.0137,%,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Critical Vulnerabilities,2.0,count,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,API P99 Latency,314.0842,ms,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Total Incidents,11.6556,count,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Critical Incidents,1.0,count,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Open Tickets,13.3485,count,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Security Score,84.3872,/100,up,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Cloud Spend,14205.5636,USD,down,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Active Users,1776.9465,count,up,omniintelos:model-v1
2021-05,IT,OmniIntelOS,Lead Time For Changes,27.211,hours,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,System Uptime,99.995,%,up,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Mean Time To Resolution,0.964,hours,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Deployment Frequency,3.9047,per week,up,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Change Failure Rate,6.5541,%,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Critical Vulnerabilities,2.0,count,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,API P99 Latency,286.8048,ms,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Total Incidents,15.3141,count,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Open Tickets,17.7739,count,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Security Score,83.1273,/100,up,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Cloud Spend,14792.8364,USD,down,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Active Users,1826.9648,count,up,omniintelos:model-v1
2021-06,IT,OmniIntelOS,Lead Time For Changes,26.9638,hours,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,System Uptime,99.9343,%,up,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Mean Time To Resolution,1.0094,hours,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Deployment Frequency,4.4597,per week,up,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Change Failure Rate,6.5068,%,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,API P99 Latency,312.4087,ms,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Total Incidents,14.3884,count,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Open Tickets,12.733,count,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Security Score,85.731,/100,up,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Cloud Spend,15503.8069,USD,down,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Active Users,1955.8076,count,up,omniintelos:model-v1
2021-07,IT,OmniIntelOS,Lead Time For Changes,24.9588,hours,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,System Uptime,99.9491,%,up,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Mean Time To Resolution,1.1196,hours,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Deployment Frequency,4.2806,per week,up,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Change Failure Rate,5.3294,%,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,API P99 Latency,302.5223,ms,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Total Incidents,11.9098,count,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Critical Incidents,1.0,count,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Open Tickets,12.1116,count,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Security Score,82.9589,/100,up,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Cloud Spend,17734.3294,USD,down,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Active Users,1978.9095,count,up,omniintelos:model-v1
2021-08,IT,OmniIntelOS,Lead Time For Changes,25.5106,hours,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,System Uptime,99.9282,%,up,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Mean Time To Resolution,1.264,hours,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Deployment Frequency,4.1726,per week,up,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Change Failure Rate,5.7119,%,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Critical Vulnerabilities,2.0,count,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,API P99 Latency,298.5706,ms,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Total Incidents,12.74,count,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Open Tickets,11.1834,count,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Security Score,82.3175,/100,up,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Cloud Spend,18164.2337,USD,down,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Active Users,2212.2714,count,up,omniintelos:model-v1
2021-09,IT,OmniIntelOS,Lead Time For Changes,22.892,hours,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,System Uptime,99.9192,%,up,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Mean Time To Resolution,1.1421,hours,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Deployment Frequency,4.4289,per week,up,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Change Failure Rate,7.5337,%,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Critical Vulnerabilities,3.0,count,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,API P99 Latency,275.2115,ms,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Total Incidents,16.452,count,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Critical Incidents,2.0,count,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Open Tickets,14.6169,count,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,SLA Compliance,99.6,%,up,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Security Score,84.4784,/100,up,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Cloud Spend,20335.6759,USD,down,omniintelos:model-v1
2021-10,IT,OmniIntelOS,Active Users,2228.8973,count,up,omniintelos:model-v1
