period,category,segment,metric_name,value,unit,direction,source
2020-03,ESG,OmniIntelOS,Total Carbon Footprint,19.3144,tCO2e,down,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Energy Consumption,8939.1674,kWh,down,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Renewable Energy Ratio,13.892,%,up,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Board Diversity Ratio,14.871,%,up,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Audit Compliance Score,85.8456,%,up,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Water Consumption,54.7884,m3,down,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Waste Diverted from Landfill,31.852,%,up,omniintelos:model-v1
2020-03,ESG,OmniIntelOS,Carbon Intensity per Revenue,111.4279,tCO2e/USDm,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Scope 2 Emissions,4.9687,tCO2e,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Scope 3 Emissions,14.0392,tCO2e,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Total Carbon Footprint,20.2079,tCO2e,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Energy Consumption,9346.0406,kWh,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Renewable Energy Ratio,14.2523,%,up,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Board Diversity Ratio,16.5239,%,up,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Audit Compliance Score,85.7649,%,up,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Water Consumption,57.2822,m3,down,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Waste Diverted from Landfill,32.9456,%,up,omniintelos:model-v1
2020-04,ESG,OmniIntelOS,Carbon Intensity per Revenue,110.6223,tCO2e/USDm,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Scope 2 Emissions,5.0558,tCO2e,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Scope 3 Emissions,13.5831,tCO2e,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Total Carbon Footprint,19.8389,tCO2e,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Energy Consumption,9630.4803,kWh,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Renewable Energy Ratio,15.3259,%,up,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Board Diversity Ratio,15.6326,%,up,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Audit Compliance Score,87.7923,%,up,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Water Consumption,59.0255,m3,down,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Waste Diverted from Landfill,32.7034,%,up,omniintelos:model-v1
2020-05,ESG,OmniIntelOS,Carbon Intensity per Revenue,114.0258,tCO2e/USDm,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Scope 2 Emissions,5.1061,tCO2e,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Scope 3 Emissions,14.2928,tCO2e,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Total Carbon Footprint,20.5989,tCO2e,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Energy Consumption,9653.1923,kWh,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Renewable Energy Ratio,14.6843,%,up,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Board Diversity Ratio,17.0961,%,up,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Audit Compliance Score,85.9709,%,up,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Water Consumption,59.1647,m3,down,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Waste Diverted from Landfill,34.8785,%,up,omniintelos:model-v1
2020-06,ESG,OmniIntelOS,Carbon Intensity per Revenue,111.1492,tCO2e/USDm,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Scope 2 Emissions,5.3642,tCO2e,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Scope 3 Emissions,14.398,tCO2e,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Total Carbon Footprint,20.9622,tCO2e,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Energy Consumption,10102.8402,kWh,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Renewable Energy Ratio,14.3613,%,up,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Board Diversity Ratio,16.6071,%,up,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Audit Compliance Score,87.5248,%,up,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Water Consumption,61.9206,m3,down,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Waste Diverted from Landfill,32.8211,%,up,omniintelos:model-v1
2020-07,ESG,OmniIntelOS,Carbon Intensity per Revenue,113.3594,tCO2e/USDm,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Scope 2 Emissions,5.3457,tCO2e,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Scope 3 Emissions,13.8999,tCO2e,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Total Carbon Footprint,20.4456,tCO2e,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Energy Consumption,10235.7138,kWh,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Renewable Energy Ratio,15.7645,%,up,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Board Diversity Ratio,17.7099,%,up,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Audit Compliance Score,88.0634,%,up,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Water Consumption,62.735,m3,down,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Waste Diverted from Landfill,33.6701,%,up,omniintelos:model-v1
2020-08,ESG,OmniIntelOS,Carbon Intensity per Revenue,115.9958,tCO2e/USDm,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Scope 2 Emissions,5.4975,tCO2e,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Scope 3 Emissions,14.4282,tCO2e,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Total Carbon Footprint,21.1257,tCO2e,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Energy Consumption,10665.8598,kWh,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Renewable Energy Ratio,16.8657,%,up,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Board Diversity Ratio,16.6636,%,up,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Audit Compliance Score,88.0875,%,up,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Water Consumption,65.3714,m3,down,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Waste Diverted from Landfill,34.9361,%,up,omniintelos:model-v1
2020-09,ESG,OmniIntelOS,Carbon Intensity per Revenue,115.5873,tCO2e/USDm,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Scope 2 Emissions,5.7101,tCO2e,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Scope 3 Emissions,15.2546,tCO2e,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Total Carbon Footprint,22.1647,tCO2e,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Energy Consumption,10990.3414,kWh,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Renewable Energy Ratio,16.2007,%,up,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Board Diversity Ratio,18.8432,%,up,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Audit Compliance Score,86.0182,%,up,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Water Consumption,67.3602,m3,down,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Waste Diverted from Landfill,36.9273,%,up,omniintelos:model-v1
2020-10,ESG,OmniIntelOS,Carbon Intensity per Revenue,113.9115,tCO2e/USDm,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Scope 2 Emissions,5.9366,tCO2e,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Scope 3 Emissions,15.3877,tCO2e,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Total Carbon Footprint,22.5243,tCO2e,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Energy Consumption,11441.8431,kWh,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Renewable Energy Ratio,16.3144,%,up,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Board Diversity Ratio,18.6886,%,up,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Audit Compliance Score,86.5944,%,up,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Water Consumption,70.1274,m3,down,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Waste Diverted from Landfill,36.2117,%,up,omniintelos:model-v1
2020-11,ESG,OmniIntelOS,Carbon Intensity per Revenue,115.74,tCO2e/USDm,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Scope 2 Emissions,5.9514,tCO2e,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Scope 3 Emissions,16.8145,tCO2e,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Total Carbon Footprint,23.9659,tCO2e,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Energy Consumption,11810.6448,kWh,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Renewable Energy Ratio,18.7252,%,up,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Board Diversity Ratio,19.1898,%,up,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Audit Compliance Score,86.7544,%,up,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Water Consumption,72.3878,m3,down,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Waste Diverted from Landfill,37.0455,%,up,omniintelos:model-v1
2020-12,ESG,OmniIntelOS,Carbon Intensity per Revenue,111.0065,tCO2e/USDm,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Scope 2 Emissions,6.1473,tCO2e,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Scope 3 Emissions,16.7044,tCO2e,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Total Carbon Footprint,24.0517,tCO2e,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Energy Consumption,12331.1483,kWh,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Renewable Energy Ratio,19.5944,%,up,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Board Diversity Ratio,19.4342,%,up,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Audit Compliance Score,88.561,%,up,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Water Consumption,75.578,m3,down,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Waste Diverted from Landfill,38.441,%,up,omniintelos:model-v1
2021-01,ESG,OmniIntelOS,Carbon Intensity per Revenue,113.6206,tCO2e/USDm,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Scope 2 Emissions,6.5372,tCO2e,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Scope 3 Emissions,18.4121,tCO2e,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Total Carbon Footprint,26.1493,tCO2e,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Energy Consumption,12706.4397,kWh,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Renewable Energy Ratio,17.0199,%,up,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Board Diversity Ratio,19.6099,%,up,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Audit Compliance Score,88.3627,%,up,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Water Consumption,77.8782,m3,down,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Waste Diverted from Landfill,36.2338,%,up,omniintelos:model-v1
2021-02,ESG,OmniIntelOS,Carbon Intensity per Revenue,110.1161,tCO2e/USDm,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Scope 2 Emissions,6.5474,tCO2e,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Scope 3 Emissions,19.5121,tCO2e,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Total Carbon Footprint,27.2595,tCO2e,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Energy Consumption,13387.0348,kWh,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Renewable Energy Ratio,21.1154,%,up,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Board Diversity Ratio,19.6902,%,up,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Audit Compliance Score,87.946,%,up,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Water Consumption,82.0496,m3,down,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Waste Diverted from Landfill,39.1025,%,up,omniintelos:model-v1
2021-03,ESG,OmniIntelOS,Carbon Intensity per Revenue,108.162,tCO2e/USDm,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Scope 2 Emissions,6.9395,tCO2e,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Scope 3 Emissions,20.0947,tCO2e,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Total Carbon Footprint,28.2342,tCO2e,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Energy Consumption,13671.5409,kWh,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Renewable Energy Ratio,18.1308,%,up,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Board Diversity Ratio,20.6193,%,up,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Audit Compliance Score,87.0399,%,up,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Water Consumption,83.7933,m3,down,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Waste Diverted from Landfill,37.5539,%,up,omniintelos:model-v1
2021-04,ESG,OmniIntelOS,Carbon Intensity per Revenue,108.5559,tCO2e/USDm,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Scope 2 Emissions,6.9142,tCO2e,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Scope 3 Emissions,21.0732,tCO2e,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Total Carbon Footprint,29.1874,tCO2e,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Energy Consumption,14245.4882,kWh,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Renewable Energy Ratio,21.7157,%,up,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Board Diversity Ratio,22.1776,%,up,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Audit Compliance Score,87.0615,%,up,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Water Consumption,87.3111,m3,down,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Waste Diverted from Landfill,38.3222,%,up,omniintelos:model-v1
2021-05,ESG,OmniIntelOS,Carbon Intensity per Revenue,106.8416,tCO2e/USDm,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Scope 2 Emissions,7.2054,tCO2e,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Scope 3 Emissions,21.9983,tCO2e,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Total Carbon Footprint,30.4037,tCO2e,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Energy Consumption,15020.0177,kWh,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Renewable Energy Ratio,22.6254,%,up,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Board Diversity Ratio,23.2347,%,up,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Audit Compliance Score,88.3173,%,up,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Water Consumption,92.0582,m3,down,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Waste Diverted from Landfill,38.6228,%,up,omniintelos:model-v1
2021-06,ESG,OmniIntelOS,Carbon Intensity per Revenue,106.8756,tCO2e/USDm,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Scope 2 Emissions,7.7039,tCO2e,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Scope 3 Emissions,23.0211,tCO2e,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Total Carbon Footprint,31.925,tCO2e,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Energy Consumption,15623.1539,kWh,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Renewable Energy Ratio,20.4666,%,up,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Board Diversity Ratio,21.4849,%,up,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Audit Compliance Score,87.7664,%,up,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Water Consumption,95.7548,m3,down,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Waste Diverted from Landfill,42.8776,%,up,omniintelos:model-v1
2021-07,ESG,OmniIntelOS,Carbon Intensity per Revenue,107.0768,tCO2e/USDm,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Scope 2 Emissions,7.963,tCO2e,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Scope 3 Emissions,25.8956,tCO2e,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Total Carbon Footprint,35.0586,tCO2e,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Energy Consumption,16363.9008,kWh,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Renewable Energy Ratio,21.5132,%,up,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Board Diversity Ratio,21.8887,%,up,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Audit Compliance Score,88.4441,%,up,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Water Consumption,100.2949,m3,down,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Waste Diverted from Landfill,43.3374,%,up,omniintelos:model-v1
2021-08,ESG,OmniIntelOS,Carbon Intensity per Revenue,102.7975,tCO2e/USDm,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Scope 2 Emissions,7.9426,tCO2e,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Scope 3 Emissions,26.5859,tCO2e,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Total Carbon Footprint,35.7285,tCO2e,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Energy Consumption,16975.9672,kWh,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Renewable Energy Ratio,24.5363,%,up,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Board Diversity Ratio,22.2624,%,up,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Audit Compliance Score,87.5093,%,up,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Water Consumption,104.0463,m3,down,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Waste Diverted from Landfill,41.6488,%,up,omniintelos:model-v1
2021-09,ESG,OmniIntelOS,Carbon Intensity per Revenue,102.2824,tCO2e/USDm,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Scope 1 Emissions,1.2,tCO2e,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Scope 2 Emissions,8.2891,tCO2e,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Scope 3 Emissions,29.3228,tCO2e,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Total Carbon Footprint,38.8119,tCO2e,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Energy Consumption,17485.5246,kWh,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Renewable Energy Ratio,23.5396,%,up,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Board Diversity Ratio,23.8867,%,up,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Audit Compliance Score,89.2333,%,up,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Water Consumption,107.1693,m3,down,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Waste Diverted from Landfill,43.5953,%,up,omniintelos:model-v1
2021-10,ESG,OmniIntelOS,Carbon Intensity per Revenue,99.2453,tCO2e/USDm,down,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Scope 1 Emissions,1.2206,tCO2e,down,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Scope 2 Emissions,8.5011,tCO2e,down,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Scope 3 Emissions,30.2313,tCO2e,down,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Total Carbon Footprint,39.953,tCO2e,down,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Energy Consumption,18018.0344,kWh,down,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Renewable Energy Ratio,23.9017,%,up,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Board Diversity Ratio,23.2658,%,up,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Audit Compliance Score,89.4838,%,up,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Privacy Incident Count,0.0,count,down,omniintelos:model-v1
2021-11,ESG,OmniIntelOS,Water Consumption,110.4331,m3,down,omniintelos:model-v1
