period,category,segment,metric_name,value,unit,direction,source
2020-06,Finance,OmniIntelOS,Gross Margin,45.624,%,up,omniintelos:model-v1
2020-06,Finance,OmniIntelOS,EBITDA Margin,-14.0026,%,up,omniintelos:model-v1
2020-06,Finance,OmniIntelOS,Net Profit Margin,-18.363,%,up,omniintelos:model-v1
2020-06,Finance,OmniIntelOS,Debt to Equity,0.1832,x,down,omniintelos:model-v1
2020-06,Finance,OmniIntelOS,Chiffre d'affaires (XOF),112561529.3386,XOF,up,omniintelos:model-v1
2020-06,Finance,OmniIntelOS,Cash Runway,18.2564,months,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Revenue,184918.0268,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Subscription Revenue,110629.9984,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Professional Services Revenue,74288.0285,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Data Centre Revenue,0.0,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,COGS,100200.742,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Gross Profit,84717.2848,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Operating Expenses,109170.0055,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Sales & Marketing Spend,38894.9551,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,R&D Spend,50449.2736,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,EBITDA,-24452.7207,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Depreciation & Amortisation,6472.1309,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Interest Expense,1577.0434,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Taxes,0.0,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Net Income,-32501.895,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Capital Expenditure,2311.4753,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Cash Balance,592953.0375,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Total Debt,222118.7818,USD,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Shareholders Equity,1193499.2451,USD,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Gross Margin,45.8134,%,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,EBITDA Margin,-13.2235,%,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Net Profit Margin,-17.5764,%,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Debt to Equity,0.1861,x,down,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Chiffre d'affaires (XOF),112313216.7836,XOF,up,omniintelos:model-v1
2020-07,Finance,OmniIntelOS,Cash Runway,18.2436,months,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Revenue,176261.2213,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Subscription Revenue,111081.4658,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Professional Services Revenue,65179.7555,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Data Centre Revenue,0.0,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,COGS,99100.9635,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Gross Profit,77160.2578,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Operating Expenses,104132.9375,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Sales & Marketing Spend,38694.6498,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,R&D Spend,44505.0001,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,EBITDA,-26972.6797,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Depreciation & Amortisation,6169.1427,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Interest Expense,1559.6959,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Taxes,0.0,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Net Income,-34701.5183,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Capital Expenditure,2203.2653,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Cash Balance,562217.3966,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Total Debt,219675.4752,USD,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Shareholders Equity,1158797.7268,USD,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Gross Margin,43.7761,%,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,EBITDA Margin,-15.3027,%,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Net Profit Margin,-19.6876,%,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Debt to Equity,0.1896,x,down,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Chiffre d'affaires (XOF),107055353.6652,XOF,up,omniintelos:model-v1
2020-08,Finance,OmniIntelOS,Cash Runway,16.2015,months,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Revenue,182768.5604,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Subscription Revenue,111696.1988,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Professional Services Revenue,71072.3616,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Data Centre Revenue,0.0,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,COGS,98100.0308,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Gross Profit,84668.5296,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Operating Expenses,107800.152,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Sales & Marketing Spend,38519.2204,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,R&D Spend,48333.9923,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,EBITDA,-23131.6224,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Depreciation & Amortisation,6396.8996,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Interest Expense,1542.5392,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Taxes,0.0,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Net Income,-31071.0612,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Capital Expenditure,2284.607,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Cash Balance,535258.628,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Total Debt,217259.0449,USD,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Shareholders Equity,1127726.6655,USD,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Gross Margin,46.3255,%,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,EBITDA Margin,-12.6562,%,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Net Profit Margin,-17.0002,%,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Debt to Equity,0.1927,x,down,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Chiffre d'affaires (XOF),111007700.5023,XOF,up,omniintelos:model-v1
2020-09,Finance,OmniIntelOS,Cash Runway,17.2269,months,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Revenue,194578.0929,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Subscription Revenue,115745.8071,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Professional Services Revenue,78832.2857,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Data Centre Revenue,0.0,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,COGS,86399.3997,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Gross Profit,108178.6932,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Operating Expenses,126880.319,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Sales & Marketing Spend,56494.5965,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,R&D Spend,49505.1968,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,EBITDA,-18701.6258,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Depreciation & Amortisation,6810.2333,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Interest Expense,1525.5713,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Taxes,0.0,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Net Income,-27037.4303,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Capital Expenditure,7783.1237,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Cash Balance,507248.3072,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Total Debt,214869.1955,USD,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Shareholders Equity,1100689.2352,USD,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Gross Margin,55.5965,%,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,EBITDA Margin,-9.6114,%,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Net Profit Margin,-13.8954,%,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Debt to Equity,0.1952,x,down,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Chiffre d'affaires (XOF),118180427.8303,XOF,up,omniintelos:model-v1
2020-10,Finance,OmniIntelOS,Cash Runway,18.761,months,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Revenue,194611.5487,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Subscription Revenue,122225.8322,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Professional Services Revenue,72385.7165,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Data Centre Revenue,0.0,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,COGS,85704.9789,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Gross Profit,108906.5698,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Operating Expenses,128460.9789,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Sales & Marketing Spend,57737.0386,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,R&D Spend,49412.7716,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,EBITDA,-19554.4091,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Depreciation & Amortisation,6811.4042,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Interest Expense,1508.79,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Taxes,0.0,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Net Income,-27874.6033,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Capital Expenditure,7784.4619,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Cash Balance,478400.6461,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Total Debt,212505.6343,USD,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Shareholders Equity,1072814.6319,USD,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Gross Margin,55.961,%,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,EBITDA Margin,-10.0479,%,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Net Profit Margin,-14.3232,%,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Debt to Equity,0.1981,x,down,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Chiffre d'affaires (XOF),118200747.8287,XOF,up,omniintelos:model-v1
2020-11,Finance,OmniIntelOS,Cash Runway,17.1626,months,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Revenue,215896.3864,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Subscription Revenue,128620.1034,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Professional Services Revenue,87276.283,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Data Centre Revenue,0.0,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,COGS,98372.6667,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Gross Profit,117523.7197,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Operating Expenses,136173.6306,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Sales & Marketing Spend,59439.4318,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,R&D Spend,53621.5735,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,EBITDA,-18649.9109,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Depreciation & Amortisation,7556.3735,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Interest Expense,1492.1933,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Taxes,0.0,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Net Income,-27698.4777,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Capital Expenditure,8635.8555,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Cash Balance,449622.6865,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Total Debt,210168.0723,USD,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Shareholders Equity,1045116.1541,USD,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Gross Margin,54.4352,%,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,EBITDA Margin,-8.6384,%,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Net Profit Margin,-12.8295,%,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Debt to Equity,0.2011,x,down,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Chiffre d'affaires (XOF),131128468.4486,XOF,up,omniintelos:model-v1
2020-12,Finance,OmniIntelOS,Cash Runway,16.2328,months,up,omniintelos:model-v1
2021-01,Finance,OmniIntelOS,Revenue,211684.432,USD,up,omniintelos:model-v1
2021-01,Finance,OmniIntelOS,Subscription Revenue,135778.7183,USD,up,omniintelos:model-v1
2021-01,Finance,OmniIntelOS,Professional Services Revenue,75905.7137,USD,up,omniintelos:model-v1
2021-01,Finance,OmniIntelOS,Data Centre Revenue,0.0,USD,up,omniintelos:model-v1
